ETIQUETA (CLAVE DE INVENTARIO,DESCRIPCION,MARCA,MODELO,SERIE,TIPO,ESTADO FISICO,RESPONSABLE DEL AREA,DEPARTAMENTO:,OBSERVACIÓN  ,PISO,DIRECTOR,ADMINISTRADOR,FECHA DE INGRESO AL AREA
11798,ELECTROCARDIOGRAFO,FUKUDA CARDIMAX,7202,50000666,,B,VIOLETA GARCIA BUSTAMANTE,ATENCION CONTINUA,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
87398,CARRO AZUL,,,,,B,VIOLETA GARCIA BUSTAMANTE,ATENCION CONTINUA,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
ATCON05,SILLA VERDE,,,,,B,VIOLETA GARCIA BUSTAMANTE,ATENCION CONTINUA,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11771,ESCRITORIO CAFÉ,,,,,B,VIOLETA GARCIA BUSTAMANTE,ATENCION CONTINUA,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
13045,CAJONERA 3 CAJONES,,,,,B,VIOLETA GARCIA BUSTAMANTE,ATENCION CONTINUA,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
AR303-5004014,TELEFONO CISCO,,,,,B,VIOLETA GARCIA BUSTAMANTE,ATENCION CONTINUA,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
13366,VITRINA,,,,,B,VIOLETA GARCIA BUSTAMANTE,ATENCION CONTINUA,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118621,TARJA ACERO INOXIDABLE,,,,,B,VIOLETA GARCIA BUSTAMANTE,ATENCION CONTINUA,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
13358,MESA PASTEUR,,,,,B,VIOLETA GARCIA BUSTAMANTE,ATENCION CONTINUA,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
123130,BANCO DE ALTURA,,,,,B,VIOLETA GARCIA BUSTAMANTE,ATENCION CONTINUA,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
ATCON06,BANCO NEGRO,,,,,B,VIOLETA GARCIA BUSTAMANTE,ATENCION CONTINUA,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
ATCON07,LAMPARA DE CHICOTE,,,,,B,VIOLETA GARCIA BUSTAMANTE,ATENCION CONTINUA,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
18645,SILLA VERDE,,,,,B,VIOLETA GARCIA BUSTAMANTE,ATENCION CONTINUA,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
18622,ESTANTERIA BLANCA,,,,,B,VIOLETA GARCIA BUSTAMANTE,ATENCION CONTINUA,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
ATCON08,GAVETA GRIS,,,,,B,VIOLETA GARCIA BUSTAMANTE,ATENCION CONTINUA,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
87394,DESFIBRILADOR,ZOLL,M SERIES,T99A01392,,B,VIOLETA GARCIA BUSTAMANTE,ATENCION CONTINUA,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
91925,BASCULA CON ESTADIMETRO,,,,,B,VIOLETA GARCIA BUSTAMANTE,ATENCION CONTINUA,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
123128,MAMPARA,,,,,B,VIOLETA GARCIA BUSTAMANTE,ATENCION CONTINUA,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11475,LIBRERO5 ENTREPAÑOS COLOR CAOBA,,,,,B,ROSA ADRIANA GARCIA MARTINEZ,RECURSOS HUMANOS,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
128988,ESTANTE 4 ENTREPAÑOS,,,,,B,ROSA ADRIANA GARCIA MARTINEZ,RECURSOS HUMANOS,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
128989,ESTANTE 4 ENTREPAÑOS,,,,,B,ROSA ADRIANA GARCIA MARTINEZ,RECURSOS HUMANOS,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
R.H01,GUILLOTINA,,,,,B,ROSA ADRIANA GARCIA MARTINEZ,RECURSOS HUMANOS,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
86385,LAMINADORA ,GBC,300L12,,,B,ROSA ADRIANA GARCIA MARTINEZ,RECURSOS HUMANOS,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
R.H02,SILLA VERDE SECRETARIAL ,,,,,B,ROSA ADRIANA GARCIA MARTINEZ,RECURSOS HUMANOS,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11573,SILLA VERDE SECRETARIAL,,,,,B,ROSA ADRIANA GARCIA MARTINEZ,RECURSOS HUMANOS,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
67880,IMPRESORA NEGRA,HP,,,,B,ROSA ADRIANA GARCIA MARTINEZ,RECURSOS HUMANOS,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
61616,EQUIPO DE COMPUTO,HP,,,,B,ROSA ADRIANA GARCIA MARTINEZ,RECURSOS HUMANOS,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
87410,REGULADOR,SMARBITT,,,,B,ROSA ADRIANA GARCIA MARTINEZ,RECURSOS HUMANOS,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
87305,ESCRITORIO COLOR CAOBA,,,,,B,ROSA ADRIANA GARCIA MARTINEZ,RECURSOS HUMANOS,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118679,BOTE PARA BASURA DE MADERA,,,,,B,ROSA ADRIANA GARCIA MARTINEZ,RECURSOS HUMANOS,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
R.H03,ESCRITORIO EN L COLOR CAOBA,,,,,B,ROSA ADRIANA GARCIA MARTINEZ,RECURSOS HUMANOS,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
80064,EQUIPO DE COMPUTO,HP,,,,B,ROSA ADRIANA GARCIA MARTINEZ,RECURSOS HUMANOS,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
86386,IMPRESORA,EPSON,C462H,,,B,ROSA ADRIANA GARCIA MARTINEZ,RECURSOS HUMANOS,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
R.H04,SILLA VERDE SECRETARIAL,,,,,B,ROSA ADRIANA GARCIA MARTINEZ,RECURSOS HUMANOS,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
18675,REGULADOR,SMARBITT,,,,B,ROSA ADRIANA GARCIA MARTINEZ,RECURSOS HUMANOS,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
91609,ESCRITORIO EN  COLOR CAOBA,,,,,B,ROSA ADRIANA GARCIA MARTINEZ,RECURSOS HUMANOS,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11408,CAJONERA 3 CAJONES,,,,,B,ROSA ADRIANA GARCIA MARTINEZ,RECURSOS HUMANOS,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118674,IMPRESORA COLOR BLANCO,HP,SHNGC-1505-01,,,B,ROSA ADRIANA GARCIA MARTINEZ,RECURSOS HUMANOS,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
R.H05,EQUIPO DE COMPUTO ALL IN ONE,HP,24G2141A,8CC7190IVP,,B,ROSA ADRIANA GARCIA MARTINEZ,RECURSOS HUMANOS,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
46982,REGULADOR,MICROBOLT,,,,B,ROSA ADRIANA GARCIA MARTINEZ,RECURSOS HUMANOS,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118677,ARCHIVERO 3 CAJONES,,,,,B,ROSA ADRIANA GARCIA MARTINEZ,RECURSOS HUMANOS,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
R.H06,IMPRESORA,SAMSUNG,PROXPRESS M4072FD,,,B,ROSA ADRIANA GARCIA MARTINEZ,RECURSOS HUMANOS,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118685,BOTE PARA BASURA DE MADERA,,,,,B,ROSA ADRIANA GARCIA MARTINEZ,RECURSOS HUMANOS,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
R.H07,SILLA VERDE SECRETARIAL,,,,,B,ROSA ADRIANA GARCIA MARTINEZ,RECURSOS HUMANOS,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
5004012,TELEFONO,CISCO,,,,B,ROSA ADRIANA GARCIA MARTINEZ,RECURSOS HUMANOS,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
87260,ESCRITORIO EN L,,,,,B,ROSA ADRIANA GARCIA MARTINEZ,RECURSOS HUMANOS,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
67875,EQUIPO DE COMPUTO,HP,,,,B,ROSA ADRIANA GARCIA MARTINEZ,RECURSOS HUMANOS,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
51636,IMPRESOR DE PUNTO,,,,,B,ROSA ADRIANA GARCIA MARTINEZ,RECURSOS HUMANOS,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
R.H08,REGULADOR,,,,,B,ROSA ADRIANA GARCIA MARTINEZ,RECURSOS HUMANOS,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
13003,CAJONERA 3 CAJONES COLOR CAOBA,,,,,B,ROSA ADRIANA GARCIA MARTINEZ,RECURSOS HUMANOS,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11419,ESCRITORIO,,,,,B,ROSA ADRIANA GARCIA MARTINEZ,RECURSOS HUMANOS,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
61618,EQUIPO DE COMPUTO,LANIX,,,,B,ROSA ADRIANA GARCIA MARTINEZ,RECURSOS HUMANOS,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
R.H09,REGULADOR,VICA,,,,B,ROSA ADRIANA GARCIA MARTINEZ,RECURSOS HUMANOS,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
69,REGULADOR,,,,,B,ROSA ADRIANA GARCIA MARTINEZ,RECURSOS HUMANOS,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
R.H10,BOTE PARA BASURA DE PLASTICO BLANCO,,,,,B,ROSA ADRIANA GARCIA MARTINEZ,RECURSOS HUMANOS,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
R.H11,BOTE PARA BASURA DE PLASTICO NEGRO,,,,,B,ROSA ADRIANA GARCIA MARTINEZ,RECURSOS HUMANOS,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
R.H12,REGULADOR,XPOWER,,20R060096,,B,ROSA ADRIANA GARCIA MARTINEZ,RECURSOS HUMANOS,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
52123,SILLA FIJA NEGRA,,,,,B,ROSA ADRIANA GARCIA MARTINEZ,RECURSOS HUMANOS,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11491,SILLA EJECUTIVA NEGRA,,,,,B,ROSA ADRIANA GARCIA MARTINEZ,RECURSOS HUMANOS,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
13024,VITRINA COLOR BLANCO,,,,,B,LE.GRISEIRA BETZABE HERNANDEZ MURGUIA,CONSULTORIO 1 CE,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
87427,BANCO DE ALTURA,,,,,B,LE.GRISEIRA BETZABE HERNANDEZ MURGUIA,CONSULTORIO 1 CE,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
128982,COMPUTADORA NEGRA,,20-C401LO,ECC9382LVM,,B,LE.GRISEIRA BETZABE HERNANDEZ MURGUIA,CONSULTORIO 1 CE,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
129986,IMPRESORA NEGRA,BROTHER,1617NVV,,,B,LE.GRISEIRA BETZABE HERNANDEZ MURGUIA,CONSULTORIO 1 CE,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
13016,ESCRITORIO,,,,,B,LE.GRISEIRA BETZABE HERNANDEZ MURGUIA,CONSULTORIO 1 CE,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
13028,CAJONERA 3 CAJONES,,,,,B,LE.GRISEIRA BETZABE HERNANDEZ MURGUIA,CONSULTORIO 1 CE,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
87378,REGULADOR,,,,,B,LE.GRISEIRA BETZABE HERNANDEZ MURGUIA,CONSULTORIO 1 CE,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
86251,SILLA VERDE,,,,,B,LE.GRISEIRA BETZABE HERNANDEZ MURGUIA,CONSULTORIO 1 CE,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
132217,MESA PASTEUR,,,,,B,LE.GRISEIRA BETZABE HERNANDEZ MURGUIA,CONSULTORIO 1 CE,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
132220,BANCO,,,,,B,LE.GRISEIRA BETZABE HERNANDEZ MURGUIA,CONSULTORIO 1 CE,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
CONS1-O1,SILLA VERDE,,,,,B,LE.GRISEIRA BETZABE HERNANDEZ MURGUIA,CONSULTORIO 1 CE,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
132237,LAMPARA DE CHICOTE,,,,,B,LE.GRISEIRA BETZABE HERNANDEZ MURGUIA,CONSULTORIO 1 CE,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
132273,CAMA DE EXPLORACION,,,,,B,LE.GRISEIRA BETZABE HERNANDEZ MURGUIA,CONSULTORIO 1 CE,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118725,SILLA VERD CON DESCANSABRAZOS,,,,,B,LE.GRISEIRA BETZABE HERNANDEZ MURGUIA,CONSULTORIO 1 CE,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
CONS1-02,NEGATOSCOPIO,,,,,B,LE.GRISEIRA BETZABE HERNANDEZ MURGUIA,CONSULTORIO 1 CE,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
CONS1-03,REPISA DE MADERA,,,,,B,LE.GRISEIRA BETZABE HERNANDEZ MURGUIA,CONSULTORIO 1 CE,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
CONS1-04,BOTE METALICO DE PEDAL,,,,,B,LE.GRISEIRA BETZABE HERNANDEZ MURGUIA,CONSULTORIO 1 CE,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
CONS1-05,BOTE PARA BASURA DE PEDAL,,,,,B,LE.GRISEIRA BETZABE HERNANDEZ MURGUIA,CONSULTORIO 1 CE,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
CONS1-06,BOTE PARA BASURA DE PEDAL,,,,,B,LE.GRISEIRA BETZABE HERNANDEZ MURGUIA,CONSULTORIO 1 CE,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
CONS1-07,BOTE PARA BASURA DE CAMPANA,,,,,B,LE.GRISEIRA BETZABE HERNANDEZ MURGUIA,CONSULTORIO 1 CE,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
CONS1-08,BOTE PARA BASURA DE CAMPANA,,,,,B,LE.GRISEIRA BETZABE HERNANDEZ MURGUIA,CONSULTORIO 1 CE,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
CONS1-09,BOTE DE PATADA,,,,,B,LE.GRISEIRA BETZABE HERNANDEZ MURGUIA,CONSULTORIO 1 CE,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
13044,BASCULA,,,,,B,LE.GRISEIRA BETZABE HERNANDEZ MURGUIA,CONSULTORIO 1 CE,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
86382,SILLA VERDE CON DESCANSABRAZOS,,,,,B,ING. LAURA NELLY ESCAMILLA SANDOVAL,ESTADISTICA,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
70518,ESCRITORIO CAFÉ METALICO,,,,,B,ING. LAURA NELLY ESCAMILLA SANDOVAL,ESTADISTICA,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
13168,CAJONERA 3 CAJONES,,,,,B,ING. LAURA NELLY ESCAMILLA SANDOVAL,ESTADISTICA,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
EST01,COMPUTADORA ALL IN ONE BLANCA,HP,24-G214LA,8CC7290FSG,,B,ING. LAURA NELLY ESCAMILLA SANDOVAL,ESTADISTICA,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
77824,MESA CAFÉ,,,,,B,ING. LAURA NELLY ESCAMILLA SANDOVAL,ESTADISTICA,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
129027,REGULADOR ,,,,,B,ING. LAURA NELLY ESCAMILLA SANDOVAL,ESTADISTICA,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
AR303-54197,TELEFONO CISCO,,,,,B,ING. LAURA NELLY ESCAMILLA SANDOVAL,ESTADISTICA,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
87412,SILLA VERDE AJUSTABLE CON DESCANSABRAZOS,,,,,B,ING. LAURA NELLY ESCAMILLA SANDOVAL,ESTADISTICA,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
82123,SILA NEGRA,,,,,B,ING. LAURA NELLY ESCAMILLA SANDOVAL,ESTADISTICA,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
123119,COMPUTADORA EVOTEK,EVOTEK,,47030000019,,B,ING. LAURA NELLY ESCAMILLA SANDOVAL,ESTADISTICA,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
86663,ESCRITORIO CAFÉ METALICO,,,,,B,ING. LAURA NELLY ESCAMILLA SANDOVAL,ESTADISTICA,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
EST02,IMPRESORA,BROTHER,MFC-L2700DW,U63887C8N990681,,B,ING. LAURA NELLY ESCAMILLA SANDOVAL,ESTADISTICA,COMO DATO,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
EST03,BOTE PARA BASURA,,,,,B,ING. LAURA NELLY ESCAMILLA SANDOVAL,ESTADISTICA,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
EST04,BOTE PARA BASURA,,,,,B,ING. LAURA NELLY ESCAMILLA SANDOVAL,ESTADISTICA,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
16655,REGULADOR,APC,,,,B,ING. LAURA NELLY ESCAMILLA SANDOVAL,ESTADISTICA,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
128985,IMPRESORA NEGRA,BROTHER,1617NVV,U63980H9N205493,,B,LE.GRISEIRA BETZABE HERNANDEZ MURGUIA,CONSULTORIO 2 CE,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
128980,COMPUTADORA NEGRA,HP,20-C401LA,BCC9383FPR,,B,LE.GRISEIRA BETZABE HERNANDEZ MURGUIA,CONSULTORIO 2 CE,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
SSD0071,MESA DE MAYO,,,,,B,LE.GRISEIRA BETZABE HERNANDEZ MURGUIA,CONSULTORIO 2 CE,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
123228,SILLA NEGRA AJUSTABLE CON DESCANSABRAZOS,,,,,B,LE.GRISEIRA BETZABE HERNANDEZ MURGUIA,CONSULTORIO 2 CE,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118802,ESCRITORIOEN L,,,,,B,LE.GRISEIRA BETZABE HERNANDEZ MURGUIA,CONSULTORIO 2 CE,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
13038,NEGATOSCOPIO,,,,,B,LE.GRISEIRA BETZABE HERNANDEZ MURGUIA,CONSULTORIO 2 CE,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
13043,VITRINA BLANCA,,,,,B,LE.GRISEIRA BETZABE HERNANDEZ MURGUIA,CONSULTORIO 2 CE,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11453,REGULADOR,,,,,B,LE.GRISEIRA BETZABE HERNANDEZ MURGUIA,CONSULTORIO 2 CE,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
CONS2-01,SILLA VERDE,,,,,B,LE.GRISEIRA BETZABE HERNANDEZ MURGUIA,CONSULTORIO 2 CE,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
49010,SILLA VERDE,,,,,B,LE.GRISEIRA BETZABE HERNANDEZ MURGUIA,CONSULTORIO 2 CE,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
CONS2-02,CAMA DE EXPLORACION,,,,,B,LE.GRISEIRA BETZABE HERNANDEZ MURGUIA,CONSULTORIO 2 CE,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
CONS2-03,LAMPARA DE CHICOTE,,,,,B,LE.GRISEIRA BETZABE HERNANDEZ MURGUIA,CONSULTORIO 2 CE,,PLANTA BAJA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
